,REGION,PROVINCIA,COMUNA,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,P12_1,P12_2,P12_3,P12_4,P12_5,P12_6,P12_7,P12_8,P12_99,P13_1,P13_2,P13_3,P13_99,P14_0,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P14_8,P14_98,P14_99,P15_1,P15_2,P15_3,P15_4,P15_5,P15_6,P15_7,P15_8,P15_9,P15_10,P15_11,P15_12,P15_13,P15_14,P15_98,P15_99,P15A_1,P15A_2,P15A_98,P15A_99,P16_1,P16_2,P16_99,P16A_1,P16A_2,P16A_3,P16A_4,P16A_5,P16A_6,P16A_7,P16A_8,P16A_9,P16A_10,P16A_98,P16A_99,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_98,P17_99,P18_A,P18_B,P18_C,P18_D,P18_E,P18_F,P18_G,P18_H,P18_I,P18_J,P18_K,P18_L,P18_M,P18_N,P18_O,P18_P,P18_Q,P18_R,P18_S,P18_T,P18_U,P18_Z,P18_98,P18_99
65,13,131,13126,184166,194394,25215,36037,261529,48964,36057,46962.0,48830.0,5723.0,386.0,132.0,445.0,2293.0,3116.0,2139.0,29263.0,73625.0,3991.0,3147.0,5810.0,8183.0,13616.0,12326.0,36049.0,10043.0,6858.0,2209.0,6496.0,3991.0,4445.0,2329.0,1347.0,2029.0,435.0,20365.0,3985.0,26484.0,17013.0,3764.0,1113.0,9232.0,14546.0,608.0,67.0,3991.0,2718.0,60089.0,42082.0,3991.0,3864.0,10967.0,95038.0,4021.0,9496.0,266.0,37.0,17.0,216.0,13.0,128.0,19.0,11.0,764.0,95038.0,4021.0,51974.0,552.0,2168.0,4164.0,8213.0,8114.0,10421.0,3039.0,19276.0,2105.0,53227.0,2105.0,124.0,241.0,4882.0,146.0,194.0,3998.0,9738.0,4740.0,2548.0,1444.0,1133.0,232.0,2021.0,3632.0,2004.0,2881.0,2771.0,480.0,1633.0,2314.0,12.0,7526.0
66,13,131,13127,313334,325866,45133,65484,440427,79250,83253,65952.0,64295.0,13976.0,608.0,1481.0,704.0,1664.0,5934.0,3237.0,41286.0,105961.0,6328.0,4276.0,8723.0,11833.0,19474.0,17631.0,49736.0,13975.0,9746.0,3733.0,10129.0,6328.0,6543.0,3686.0,1942.0,2984.0,742.0,33411.0,5524.0,40503.0,21606.0,4438.0,1349.0,11703.0,18581.0,1230.0,204.0,6328.0,3620.0,82683.0,63250.0,6328.0,5590.0,16592.0,135640.0,5619.0,12761.0,1004.0,72.0,28.0,733.0,39.0,231.0,24.0,17.0,1683.0,135640.0,5619.0,74753.0,1059.0,3226.0,5887.0,10747.0,11069.0,14053.0,5369.0,28452.0,3236.0,75577.0,3236.0,201.0,279.0,5903.0,160.0,237.0,7249.0,13638.0,5605.0,3963.0,1631.0,1201.0,375.0,2890.0,6158.0,2701.0,3574.0,3887.0,828.0,2330.0,4251.0,13.0,11964.0
67,13,131,13128,422653,434642,71380,113481,587021,65882,26331,65439.0,72740.0,2178.0,457.0,112.0,174.0,582.0,2009.0,3460.0,44497.0,92370.0,6308.0,3976.0,10367.0,11885.0,17450.0,14214.0,46898.0,8723.0,8204.0,4148.0,12363.0,6308.0,6591.0,4472.0,2366.0,3334.0,981.0,39371.0,4372.0,33980.0,26083.0,2843.0,758.0,8262.0,9587.0,310.0,46.0,6308.0,4078.0,72043.0,62627.0,6308.0,6173.0,19683.0,121229.0,6239.0,18199.0,264.0,39.0,2.0,116.0,19.0,205.0,20.0,11.0,808.0,121229.0,6239.0,63941.0,946.0,3024.0,5396.0,10306.0,12750.0,10031.0,5090.0,32196.0,3471.0,75769.0,3471.0,256.0,287.0,6087.0,180.0,293.0,6421.0,11821.0,7263.0,2577.0,1334.0,841.0,199.0,1730.0,5617.0,1671.0,2534.0,2428.0,383.0,1373.0,2539.0,8.0,12069.0
68,13,131,13129,187471,199237,24957,35176,263216,54501,23111,37814.0,49385.0,2338.0,402.0,119.0,242.0,984.0,1838.0,1370.0,25922.0,63240.0,3377.0,1953.0,5140.0,7309.0,11998.0,10379.0,30161.0,8552.0,6650.0,2135.0,6172.0,3377.0,2619.0,2276.0,1186.0,1602.0,416.0,18957.0,4439.0,21555.0,14416.0,3415.0,1167.0,7178.0,12331.0,534.0,95.0,3377.0,1548.0,50571.0,38155.0,3377.0,2389.0,9725.0,82532.0,2235.0,8526.0,262.0,45.0,20.0,119.0,24.0,211.0,21.0,8.0,489.0,82532.0,2235.0,42379.0,616.0,1836.0,3471.0,7490.0,7207.0,10350.0,3400.0,16278.0,1465.0,48196.0,1465.0,67.0,151.0,4236.0,165.0,159.0,3351.0,8646.0,3394.0,1909.0,1169.0,880.0,227.0,1745.0,3160.0,1917.0,2428.0,2318.0,421.0,1352.0,1630.0,9.0,5497.0
69,13,131,13130,179034,202227,26766,33332,268889,48085,25454,31277.0,66390.0,1866.0,479.0,216.0,338.0,1417.0,3799.0,2172.0,29173.0,72478.0,3649.0,2654.0,5917.0,7041.0,13883.0,12088.0,29594.0,17712.0,7488.0,2303.0,4430.0,3649.0,3849.0,2791.0,1286.0,1795.0,282.0,14289.0,2401.0,18521.0,10750.0,3676.0,999.0,10469.0,31486.0,2870.0,401.0,3649.0,2289.0,65020.0,35745.0,3649.0,3540.0,8258.0,96248.0,3448.0,6919.0,304.0,45.0,24.0,120.0,25.0,201.0,23.0,8.0,589.0,96248.0,3448.0,53324.0,667.0,2775.0,3375.0,8668.0,6376.0,9564.0,3351.0,17915.0,1939.0,49249.0,1939.0,140.0,303.0,3661.0,251.0,152.0,2812.0,8745.0,3029.0,1950.0,2535.0,2426.0,484.0,3831.0,2509.0,3851.0,4788.0,4541.0,645.0,1280.0,1190.0,16.0,7627.0
70,13,131,13131,139057,143244,20703,30250,186809,40711,7919,35850.0,42508.0,952.0,234.0,67.0,64.0,247.0,1202.0,1776.0,22718.0,53661.0,3685.0,2836.0,4599.0,6600.0,9599.0,8563.0,25496.0,5804.0,5521.0,2322.0,6662.0,3685.0,4049.0,1903.0,1057.0,1564.0,489.0,21683.0,4265.0,18453.0,14880.0,2051.0,550.0,4170.0,5648.0,162.0,28.0,3685.0,2312.0,39444.0,36277.0,3685.0,3494.0,10972.0,68923.0,3005.0,10035.0,152.0,37.0,12.0,51.0,28.0,122.0,5.0,8.0,522.0,68923.0,3005.0,35112.0,554.0,1512.0,3117.0,6053.0,7566.0,8626.0,2639.0,15817.0,1904.0,43818.0,1904.0,77.0,87.0,3245.0,132.0,133.0,4109.0,7401.0,2818.0,1288.0,662.0,392.0,110.0,901.0,2757.0,1062.0,1503.0,1661.0,292.0,1107.0,1702.0,5.0,5734.0
71,13,131,13132,232638,285254,39425,50262,328584,88190,55976,17994.0,55985.0,1395.0,1330.0,264.0,245.0,593.0,6532.0,1046.0,25385.0,56212.0,2451.0,1336.0,5631.0,5708.0,13453.0,7887.0,16089.0,17650.0,8789.0,2361.0,3119.0,2451.0,2246.0,3049.0,1224.0,1330.0,148.0,9785.0,530.0,8975.0,2532.0,3292.0,314.0,5077.0,35581.0,8526.0,1277.0,2451.0,1293.0,55370.0,25305.0,2451.0,2258.0,2413.0,81346.0,1625.0,1265.0,68.0,38.0,11.0,83.0,13.0,57.0,6.0,1.0,871.0,81346.0,1625.0,40347.0,810.0,1617.0,1499.0,9358.0,4884.0,7548.0,2546.0,15743.0,1032.0,41578.0,1032.0,572.0,430.0,1814.0,254.0,70.0,1401.0,5166.0,1162.0,1031.0,1589.0,2347.0,1449.0,5656.0,927.0,1142.0,3610.0,3507.0,784.0,544.0,3579.0,181.0,5559.0
72,13,132,13201,2289415,2438977,350064,592282,3345404,304795,62111,200532.0,346386.0,2860.0,1813.0,259.0,964.0,1316.0,3437.0,10539.0,182656.0,349811.0,22569.0,13070.0,36914.0,45148.0,71358.0,59674.0,180928.0,49289.0,27705.0,14895.0,39281.0,22569.0,20345.0,14961.0,8913.0,12389.0,2854.0,127393.0,11302.0,131081.0,87141.0,10645.0,4275.0,46146.0,72949.0,3069.0,317.0,22569.0,12102.0,302000.0,225399.0,22569.0,18138.0,62337.0,490199.0,15570.0,57382.0,1060.0,213.0,64.0,192.0,76.0,790.0,73.0,45.0,2442.0,490199.0,15570.0,252457.0,3228.0,12142.0,19799.0,50991.0,48066.0,30626.0,17378.0,122789.0,10630.0,289649.0,10630.0,1030.0,1299.0,18342.0,935.0,872.0,23827.0,48330.0,19156.0,8999.0,7460.0,6069.0,1262.0,9267.0,17772.0,10247.0,16725.0,15841.0,2314.0,6770.0,10570.0,42.0,40698.0
73,13,132,13202,10294,10024,1709,2539,13843,1793,162,10178.0,15256.0,77.0,90.0,11.0,32.0,39.0,322.0,516.0,7963.0,16932.0,1000.0,626.0,1744.0,1909.0,3384.0,2639.0,7779.0,2693.0,1533.0,746.0,2059.0,1000.0,1035.0,730.0,426.0,576.0,81.0,6289.0,637.0,5130.0,3654.0,474.0,127.0,1904.0,4362.0,425.0,81.0,1000.0,625.0,14136.0,10405.0,1000.0,980.0,1716.0,23913.0,892.0,1503.0,32.0,10.0,5.0,9.0,3.0,22.0,6.0,1.0,125.0,23913.0,892.0,11928.0,214.0,455.0,661.0,2241.0,2527.0,1649.0,848.0,5538.0,460.0,13464.0,460.0,924.0,83.0,873.0,41.0,71.0,978.0,1511.0,727.0,312.0,207.0,179.0,81.0,528.0,758.0,495.0,853.0,760.0,194.0,162.0,666.0,2.0,2192.0
74,13,132,13203,10182,10145,1243,2155,13659,2319,451,8184.0,8766.0,90.0,99.0,15.0,33.0,92.0,383.0,527.0,4681.0,12314.0,668.0,526.0,986.0,1213.0,2268.0,1898.0,5828.0,1670.0,1019.0,473.0,1319.0,668.0,847.0,437.0,206.0,328.0,49.0,3942.0,453.0,4623.0,2102.0,307.0,99.0,1470.0,2700.0,219.0,46.0,668.0,540.0,10012.0,6740.0,668.0,769.0,1568.0,15902.0,719.0,1336.0,38.0,9.0,6.0,14.0,9.0,19.0,10.0,2.0,125.0,15902.0,719.0,8514.0,176.0,927.0,561.0,1192.0,1264.0,1274.0,670.0,3249.0,362.0,8210.0,362.0,240.0,230.0,382.0,351.0,56.0,1914.0,807.0,448.0,783.0,95.0,77.0,31.0,268.0,519.0,353.0,538.0,601.0,125.0,112.0,280.0,3.0,1404.0
75,13,133,13301,707879,674847,125925,194057,948845,74028,77104,50816.0,82726.0,2319.0,1288.0,985.0,451.0,1196.0,4076.0,2350.0,51458.0,84980.0,6617.0,3152.0,13280.0,11295.0,19161.0,13225.0,36663.0,14742.0,9184.0,4944.0,11911.0,6617.0,5185.0,6038.0,3190.0,3889.0,903.0,41101.0,2102.0,29610.0,14482.0,1397.0,362.0,7054.0,21798.0,4347.0,383.0,6617.0,2934.0,73575.0,61202.0,6617.0,4813.0,12878.0,129714.0,3615.0,11274.0,296.0,49.0,14.0,327.0,29.0,116.0,15.0,3.0,755.0,129714.0,3615.0,62449.0,871.0,2784.0,3994.0,11111.0,11359.0,5572.0,7366.0,38381.0,2320.0,77783.0,2320.0,2680.0,1085.0,4292.0,226.0,359.0,6237.0,9194.0,4173.0,1993.0,1285.0,1637.0,666.0,2954.0,4458.0,3020.0,3708.0,2818.0,597.0,953.0,4440.0,23.0,9306.0
76,13,133,13302,304710,303555,54855,91845,411265,28260,21260,30631.0,65571.0,921.0,425.0,182.0,206.0,497.0,1921.0,1680.0,33577.0,60956.0,5430.0,2071.0,8235.0,8164.0,12342.0,10403.0,29580.0,8628.0,5222.0,3019.0,7740.0,5430.0,3271.0,3280.0,2036.0,2796.0,610.0,27343.0,1601.0,21586.0,14065.0,1048.0,321.0,7049.0,11878.0,784.0,91.0,5430.0,2116.0,51155.0,42257.0,5430.0,3192.0,10986.0,88182.0,2866.0,9980.0,209.0,53.0,25.0,82.0,26.0,155.0,18.0,9.0,429.0,88182.0,2866.0,44539.0,725.0,2136.0,3094.0,7220.0,9266.0,4026.0,2702.0,26737.0,1589.0,53045.0,1589.0,2629.0,397.0,4845.0,99.0,415.0,3790.0,7813.0,4491.0,1438.0,1015.0,848.0,250.0,1586.0,2746.0,1429.0,2536.0,1895.0,350.0,684.0,1205.0,3.0,6936.0
77,13,134,13401,1121241,1169308,186471,313619,1578508,138221,50708,135653.0,151333.0,1326.0,954.0,128.0,391.0,505.0,5084.0,5939.0,94002.0,185542.0,13850.0,7919.0,20149.0,23623.0,36009.0,29634.0,93826.0,22833.0,15891.0,8902.0,23864.0,13850.0,12732.0,7677.0,5186.0,6947.0,1635.0,76868.0,7180.0,68008.0,48638.0,5642.0,1882.0,18837.0,29635.0,1422.0,166.0,13850.0,7740.0,152055.0,124126.0,13850.0,11282.0,33691.0,258191.0,9431.0,31153.0,550.0,131.0,20.0,119.0,49.0,281.0,24.0,20.0,1344.0,258191.0,9431.0,127704.0,1861.0,5937.0,11226.0,23881.0,27712.0,18118.0,10412.0,68432.0,6030.0,159781.0,6030.0,1901.0,658.0,11931.0,394.0,615.0,12812.0,23961.0,11725.0,4402.0,2862.0,2253.0,489.0,3929.0,8893.0,5327.0,7284.0,6193.0,952.0,2810.0,4284.0,12.0,21815.0
78,13,134,13402,239023,253299,34713,56251,339129,41753,7343,49036.0,44128.0,190.0,242.0,136.0,165.0,240.0,973.0,1504.0,28980.0,60921.0,4796.0,1917.0,6385.0,7691.0,11762.0,10158.0,27372.0,8463.0,5863.0,3120.0,7854.0,4796.0,3150.0,2449.0,1642.0,2207.0,487.0,25593.0,2334.0,22245.0,10727.0,1673.0,341.0,7246.0,12113.0,786.0,90.0,4796.0,1885.0,49082.0,39916.0,4796.0,2820.0,7869.0,86550.0,2195.0,7117.0,139.0,34.0,8.0,56.0,11.0,82.0,12.0,8.0,402.0,86550.0,2195.0,41918.0,593.0,2207.0,3052.0,7610.0,9150.0,5920.0,2978.0,21672.0,1514.0,50382.0,1514.0,5415.0,285.0,3930.0,156.0,177.0,3135.0,6935.0,3254.0,1256.0,790.0,708.0,198.0,1241.0,2014.0,1673.0,2656.0,1973.0,429.0,706.0,1336.0,6.0,6445.0
79,13,134,13403,12856,13035,2062,3147,17907,2209,394,10010.0,14463.0,93.0,79.0,22.0,9.0,35.0,379.0,302.0,7870.0,16017.0,997.0,508.0,1553.0,1864.0,2979.0,2556.0,7502.0,2498.0,1610.0,775.0,2162.0,997.0,896.0,643.0,332.0,548.0,108.0,6557.0,596.0,5655.0,2987.0,385.0,98.0,1653.0,3946.0,341.0,62.0,997.0,484.0,13296.0,10281.0,997.0,818.0,1514.0,23078.0,800.0,1321.0,38.0,8.0,7.0,6.0,3.0,6.0,2.0,3.0,120.0,23078.0,800.0,11376.0,193.0,434.0,671.0,2348.0,2431.0,1486.0,742.0,5312.0,399.0,12990.0,399.0,1028.0,55.0,837.0,26.0,29.0,716.0,1605.0,1111.0,375.0,179.0,160.0,76.0,469.0,741.0,400.0,656.0,522.0,106.0,174.0,661.0,2.0,2075.0
80,13,134,13404,65263,66854,9389,17175,90934,10080,5038,35387.0,33465.0,396.0,149.0,613.0,99.0,102.0,950.0,1598.0,21377.0,46154.0,3306.0,1922.0,4626.0,5643.0,8422.0,7347.0,20681.0,5366.0,4809.0,2423.0,7303.0,3306.0,2833.0,1672.0,1200.0,1636.0,469.0,22178.0,2074.0,17087.0,8364.0,1017.0,239.0,4451.0,6784.0,424.0,75.0,3306.0,1783.0,35769.0,31072.0,3306.0,2612.0,6219.0,63870.0,2670.0,5563.0,128.0,21.0,9.0,88.0,23.0,48.0,6.0,4.0,329.0,63870.0,2670.0,30652.0,568.0,1535.0,2318.0,5678.0,7773.0,4642.0,2421.0,15924.0,1248.0,38756.0,1248.0,6280.0,109.0,2600.0,65.0,137.0,2379.0,4399.0,2242.0,960.0,327.0,255.0,81.0,760.0,1488.0,924.0,1637.0,1128.0,233.0,379.0,1160.0,1.0,5211.0
81,13,135,13501,257759,275011,38002,61375,362222,49725,16315,76531.0,40280.0,315.0,234.0,909.0,94.0,299.0,1699.0,3266.0,35460.0,78849.0,6136.0,3182.0,7606.0,9494.0,14121.0,12607.0,35830.0,9753.0,7874.0,3999.0,11251.0,6136.0,4956.0,2827.0,1969.0,2730.0,493.0,35871.0,4195.0,28761.0,15263.0,2242.0,480.0,7368.0,11539.0,561.0,71.0,6136.0,3121.0,60103.0,53119.0,6136.0,4269.0,8678.0,110788.0,4161.0,7390.0,137.0,36.0,12.0,378.0,26.0,116.0,9.0,1.0,573.0,110788.0,4161.0,50740.0,937.0,2460.0,4069.0,9275.0,13333.0,10139.0,4066.0,25907.0,2701.0,66789.0,2701.0,9534.0,222.0,3706.0,182.0,208.0,3849.0,8128.0,3776.0,1682.0,588.0,445.0,116.0,1172.0,1904.0,1665.0,3143.0,2423.0,293.0,683.0,1584.0,2.0,8832.0
82,13,135,13503,27866,29412,4197,6822,39044,5833,655,17534.0,13449.0,94.0,99.0,21.0,42.0,77.0,444.0,819.0,9254.0,21016.0,1409.0,900.0,2073.0,2487.0,3910.0,3325.0,9365.0,2685.0,2035.0,999.0,2939.0,1409.0,1352.0,837.0,482.0,720.0,146.0,8956.0,1073.0,8403.0,3155.0,574.0,129.0,2124.0,3510.0,264.0,39.0,1409.0,758.0,16371.0,13644.0,1409.0,1155.0,2344.0,29120.0,1115.0,2037.0,68.0,16.0,8.0,9.0,5.0,51.0,2.0,2.0,146.0,29120.0,1115.0,13837.0,274.0,594.0,979.0,2459.0,3286.0,2649.0,1103.0,6725.0,673.0,17201.0,673.0,1721.0,82.0,841.0,43.0,53.0,1152.0,2043.0,1507.0,616.0,258.0,191.0,64.0,434.0,658.0,450.0,791.0,599.0,120.0,217.0,567.0,3.0,2295.0
83,13,136,13601,135499,139601,21620,32828,190526,23959,4116,36492.0,34922.0,232.0,196.0,81.0,50.0,227.0,823.0,1214.0,22961.0,46608.0,3195.0,1473.0,4902.0,5639.0,9223.0,7251.0,23251.0,6308.0,4371.0,2094.0,5716.0,3195.0,2287.0,2027.0,1150.0,1655.0,320.0,18032.0,2004.0,16439.0,11401.0,1413.0,340.0,4906.0,9186.0,685.0,91.0,3195.0,1393.0,39088.0,29771.0,3195.0,2183.0,5923.0,66533.0,1781.0,5316.0,140.0,26.0,5.0,40.0,6.0,59.0,4.0,3.0,324.0,66533.0,1781.0,31667.0,532.0,1528.0,2465.0,6117.0,7096.0,4927.0,2861.0,15959.0,1085.0,39425.0,1085.0,1634.0,137.0,3613.0,103.0,166.0,2301.0,5536.0,2574.0,1114.0,533.0,515.0,135.0,1029.0,1724.0,1307.0,2191.0,1495.0,271.0,534.0,1232.0,3.0,5580.0
84,13,136,13604,127358,130267,20610,31078,177770,21147,5748,19523.0,41091.0,310.0,171.0,41.0,104.0,225.0,826.0,959.0,19126.0,39697.0,3096.0,1331.0,4258.0,4781.0,7409.0,6111.0,20286.0,5079.0,3359.0,1742.0,5090.0,3096.0,2039.0,1654.0,1070.0,1474.0,291.0,15723.0,1866.0,12842.0,11600.0,991.0,342.0,4125.0,6465.0,342.0,32.0,3096.0,1337.0,33031.0,25206.0,3096.0,1917.0,6662.0,54934.0,1654.0,6109.0,138.0,19.0,2.0,36.0,4.0,81.0,10.0,2.0,261.0,54934.0,1654.0,27175.0,415.0,1252.0,2187.0,4780.0,6387.0,3761.0,2075.0,14208.0,1010.0,33398.0,1010.0,729.0,148.0,3252.0,112.0,157.0,2631.0,5050.0,2770.0,870.0,624.0,468.0,114.0,918.0,1623.0,902.0,1434.0,1149.0,195.0,489.0,969.0,4.0,4234.0
85,13,136,13605,285928,302270,46516,73318,400211,54578,7732,40949.0,46006.0,216.0,265.0,71.0,179.0,243.0,642.0,1630.0,27947.0,56149.0,3779.0,2326.0,5936.0,6582.0,10828.0,9099.0,28523.0,7821.0,5510.0,2344.0,6389.0,3779.0,3390.0,2300.0,1492.0,2040.0,416.0,20916.0,2827.0,19965.0,14767.0,1634.0,485.0,6190.0,10688.0,611.0,63.0,3779.0,2028.0,47724.0,35493.0,3779.0,3205.0,7215.0,79969.0,3017.0,6592.0,119.0,30.0,10.0,38.0,15.0,74.0,2.0,4.0,331.0,79969.0,3017.0,37596.0,524.0,1868.0,3059.0,7487.0,8643.0,6604.0,2752.0,19912.0,1756.0,48457.0,1756.0,1041.0,203.0,4608.0,150.0,182.0,2649.0,6796.0,3739.0,1340.0,739.0,759.0,168.0,1393.0,1839.0,1648.0,2556.0,1751.0,284.0,671.0,1196.0,1.0,6275.0
86,14,141,14101,486975,532624,64347,109292,712061,97049,6469,96136.0,64415.0,122.0,816.0,34.0,86.0,336.0,1335.0,2800.0,55715.0,101101.0,5398.0,3866.0,10390.0,12960.0,20435.0,17421.0,51114.0,18341.0,9436.0,4401.0,10684.0,5398.0,5500.0,4775.0,2286.0,3185.0,675.0,35077.0,4196.0,34633.0,22620.0,3419.0,1703.0,9444.0,32300.0,2522.0,935.0,5398.0,2912.0,87877.0,68040.0,5398.0,4765.0,28868.0,133548.0,3664.0,26971.0,139.0,30.0,14.0,39.0,16.0,52.0,47.0,19.0,1541.0,133548.0,3664.0,69898.0,1235.0,2866.0,4992.0,20368.0,13106.0,14974.0,5096.0,30960.0,2585.0,89496.0,2585.0,1810.0,110.0,4928.0,175.0,250.0,6165.0,11049.0,4154.0,3651.0,1617.0,930.0,284.0,2542.0,3472.0,5001.0,7259.0,5003.0,772.0,1057.0,2964.0,7.0,10799.0
87,15,151,15101,622605,672680,98102,164445,864092,118929,61077,122709.0,74921.0,8226.0,360.0,7816.0,390.0,1074.0,1280.0,4588.0,72489.0,134647.0,8815.0,5413.0,15516.0,16338.0,27126.0,23187.0,71381.0,20285.0,11617.0,4823.0,13376.0,8815.0,8900.0,6497.0,3622.0,5235.0,905.0,46767.0,5473.0,49989.0,35945.0,4051.0,2075.0,15702.0,29314.0,1712.0,308.0,8815.0,4954.0,117744.0,87054.0,8815.0,7751.0,75883.0,140415.0,5066.0,7646.0,56827.0,38.0,740.0,2504.0,308.0,1887.0,26.0,8.0,5899.0,140415.0,5066.0,89331.0,2200.0,4247.0,7810.0,20050.0,17434.0,17277.0,9555.0,48663.0,4797.0,120789.0,4797.0,5796.0,2346.0,3806.0,207.0,347.0,7175.0,14918.0,7898.0,4663.0,817.0,766.0,200.0,2164.0,4088.0,9763.0,7529.0,4215.0,663.0,1615.0,2077.0,6.0,14719.0
